Unnamed: 0,Trait,Condition,IoU
1645,Psoriatic_Arthritis,Bipolar_disorder,0.0603448275862069
1696,Thyroid_Cancer,Bipolar_disorder,0.0584192439862542
1716,Polycystic_Kidney_Disease,Obesity,0.057471264367816
1717,Peptic_ulcer_disease,Age,0.057471264367816
1730,Stomach_Cancer,Bipolar_disorder,0.056910569105691
1732,Sjögrens_Syndrome,Bipolar_disorder,0.056672760511883
1768,Hypertension,Anxiety_disorder,0.0555555555555555
1769,Sickle_Cell_Anemia,Anxiety_disorder,0.0555555555555555
1770,Anxiety_disorder,Hypertension,0.0555555555555555
1773,Hypertrophic_Cardiomyopathy,Obesity,0.0548780487804878
1777,Kidney_Papillary_Cell_Carcinoma,Bipolar_disorder,0.0547945205479452
1801,Polycystic_Kidney_Disease,Bipolar_disorder,0.0534351145038167
1812,Bile_Duct_Cancer,Gender,0.0526315789473684
1813,Bile_Duct_Cancer,Age,0.0526315789473684
1821,Bile_Duct_Cancer,Obesity,0.0526315789473684
1832,Adrenocortical_Cancer,Hypertension,0.0526315789473684
1850,Bile_Duct_Cancer,Bipolar_disorder,0.0526315789473684
1869,Hypertrophic_Cardiomyopathy,Age,0.0516717325227963
1878,Esophageal_Cancer,Bipolar_disorder,0.0501089324618736
1894,Essential_Thrombocythemia,Bipolar_disorder,0.0491803278688524
1901,Essential_Thrombocythemia,Hypertension,0.0491803278688524
1912,Liver_Cancer,Bipolar_disorder,0.0491803278688524
1925,Intellectual_Disability,Bipolar_disorder,0.0489174017642341
1957,Poor_Metabolizer_of_Drugs,Anxiety_disorder,0.0476190476190476
1959,Poor_Metabolizer_of_Drugs,Bipolar_disorder,0.0476190476190476
1976,Endometrioid_Cancer,Bipolar_disorder,0.0474308300395256
2069,Hypertrophic_Cardiomyopathy,Bipolar_disorder,0.0421686746987951
2091,Obesity,Anxiety_disorder,0.0410958904109589
2092,Epilepsy,Anxiety_disorder,0.0410958904109589
2094,Anxiety_disorder,Obesity,0.0410958904109589
2096,Peptic_ulcer_disease,Anxiety_disorder,0.0410958904109589
2098,Essential_Thrombocythemia,Age,0.040650406504065
2109,Essential_Thrombocythemia,Obesity,0.040650406504065
2132,Intellectual_Disability,Age,0.0380952380952381
2147,Autoinflammatory_Disorders,Obesity,0.037037037037037
2202,Intellectual_Disability,Obesity,0.03399209486166
2216,Pheochromocytoma_and_Paraganglioma,Gender,0.0333333333333333
2234,Underweight,Age,0.032258064516129
2264,Underweight,Anxiety_disorder,0.032258064516129
2265,Underweight,Bipolar_disorder,0.032258064516129
2348,Stomach_Cancer,Anxiety_disorder,0.027027027027027
2351,Osteoporosis,Anxiety_disorder,0.027027027027027
2352,Sjögrens_Syndrome,Anxiety_disorder,0.027027027027027
2353,Endometriosis,Anxiety_disorder,0.027027027027027
2354,COVID-19,Anxiety_disorder,0.027027027027027
2355,Multiple_sclerosis,Anxiety_disorder,0.027027027027027
2357,Cardiovascular_Disease,Anxiety_disorder,0.027027027027027
2360,Anxiety_disorder,Age,0.027027027027027
2362,Esophageal_Cancer,Anxiety_disorder,0.027027027027027
2364,Essential_Thrombocythemia,Anxiety_disorder,0.027027027027027
2365,Pancreatic_Cancer,Anxiety_disorder,0.027027027027027
2383,Intellectual_Disability,Gender,0.0256864481842338
2425,Bile_Duct_Cancer,Anxiety_disorder,0.0256410256410256
2433,Bile_Duct_Cancer,Hypertension,0.0256410256410256
2439,Adrenocortical_Cancer,Obesity,0.0256410256410256
2458,Adrenocortical_Cancer,Bipolar_disorder,0.0256410256410256
2485,Craniosynostosis,Obesity,0.024390243902439
2492,Craniosynostosis,Gender,0.024390243902439
2493,Craniosynostosis,Age,0.024390243902439
2531,Kidney_Chromophobe,Gender,0.0227272727272727
2538,Kidney_Chromophobe,Bipolar_disorder,0.0227272727272727
2552,Intellectual_Disability,Hypertension,0.0226739640344018
2567,Kidney_stones,Gender,0.0212765957446808
2579,Kidney_stones,Hypertension,0.0212765957446808
2628,Multiple_Endocrine_Neoplasia_Type_2,Hypertension,0.0181818181818181
2631,Multiple_Endocrine_Neoplasia_Type_2,Anxiety_disorder,0.0181818181818181
2752,Congenital_Adrenal_Hyperplasia,Anxiety_disorder,0.0144927536231884
2756,Congenital_Adrenal_Hyperplasia,Obesity,0.0144927536231884
2792,Chronic_obstructive_pulmonary_disease_(COPD),Anxiety_disorder,0.0133333333333333
2793,Colon_and_Rectal_Cancer,Anxiety_disorder,0.0133333333333333
2795,Endometrioid_Cancer,Anxiety_disorder,0.0133333333333333
2797,Psoriatic_Arthritis,Anxiety_disorder,0.0133333333333333
2798,Atherosclerosis,Anxiety_disorder,0.0133333333333333
2803,Lung_Cancer,Anxiety_disorder,0.0133333333333333
2804,Breast_Cancer,Anxiety_disorder,0.0133333333333333
2808,Crohns_Disease,Anxiety_disorder,0.0133333333333333
2809,Thyroid_Cancer,Anxiety_disorder,0.0133333333333333
2811,Alopecia,Anxiety_disorder,0.0133333333333333
2813,Bladder_Cancer,Anxiety_disorder,0.0133333333333333
2814,Ankylosing_Spondylitis,Anxiety_disorder,0.0133333333333333
2816,Hypertrophic_Cardiomyopathy,Anxiety_disorder,0.0133333333333333
2817,Hepatitis,Anxiety_disorder,0.0133333333333333
2818,Kidney_Papillary_Cell_Carcinoma,Anxiety_disorder,0.0133333333333333
2819,Liver_Cancer,Anxiety_disorder,0.0133333333333333
2837,Brugada_Syndrome,Bipolar_disorder,0.0112359550561797
2840,Kidney_Chromophobe,Age,0.0112359550561797
2844,Kidney_Chromophobe,Hypertension,0.0112359550561797
2867,Kidney_Chromophobe,Obesity,0.0112359550561797
2908,Craniosynostosis,Hypertension,0.008
2928,Craniosynostosis,Bipolar_disorder,0.0
2940,Brugada_Syndrome,Anxiety_disorder,0.0
2953,Brugada_Syndrome,Hypertension,0.0
2963,Brugada_Syndrome,Age,0.0
2964,Brugada_Syndrome,Gender,0.0
3004,Head_and_Neck_Cancer,Anxiety_disorder,0.0
3013,Multiple_Chemical_Sensitivity,Bipolar_disorder,0.0
3053,Brugada_Syndrome,Obesity,0.0
3076,Multiple_Endocrine_Neoplasia_Type_2,Obesity,0.0
3090,Craniosynostosis,Anxiety_disorder,0.0
3098,Multiple_Chemical_Sensitivity,Anxiety_disorder,0.0
3131,von_Willebrand_Disease,Bipolar_disorder,0.0
3144,Celiac_Disease,Anxiety_disorder,0.0
3163,von_Willebrand_Disease,Hypertension,0.0
3201,Polycystic_Kidney_Disease,Anxiety_disorder,0.0
3214,Multiple_Chemical_Sensitivity,Obesity,0.0
3224,von_Willebrand_Disease,Anxiety_disorder,0.0
3266,von_Willebrand_Disease,Obesity,0.0
3311,Kidney_stones,Obesity,0.0
3315,Kidney_Chromophobe,Anxiety_disorder,0.0
3355,Inflammatory_Disorders,Anxiety_disorder,0.0
3356,Autoinflammatory_Disorders,Anxiety_disorder,0.0
3408,Kidney_stones,Anxiety_disorder,0.0
3421,Underweight,Hypertension,0.0
3440,Kidney_stones,Bipolar_disorder,0.0
3467,Pheochromocytoma_and_Paraganglioma,Age,0.0
3481,Adrenocortical_Cancer,Anxiety_disorder,0.0
3503,Poor_Metabolizer_of_Drugs,Hypertension,0.0
3573,Intellectual_Disability,Anxiety_disorder,0.0
3578,Congenital_Adrenal_Hyperplasia,Bipolar_disorder,0.0
3613,Poor_Metabolizer_of_Drugs,Obesity,0.0
3633,Susceptibility_to_Infections,Anxiety_disorder,0.0
3643,Amyotrophic_Lateral_Sclerosis,Anxiety_disorder,0.0
3652,Multiple_Endocrine_Neoplasia_Type_2,Bipolar_disorder,0.0
3677,Aniridia,Bipolar_disorder,0.0
3689,Aniridia,Gender,0.0
3690,Aniridia,Age,0.0
3699,Aniridia,Hypertension,0.0
3707,Pheochromocytoma_and_Paraganglioma,Bipolar_disorder,0.0
3712,Pheochromocytoma_and_Paraganglioma,Anxiety_disorder,0.0
3731,Pheochromocytoma_and_Paraganglioma,Hypertension,0.0
3754,Pheochromocytoma_and_Paraganglioma,Obesity,0.0
3764,Multiple_Chemical_Sensitivity,Age,0.0
3770,Multiple_Chemical_Sensitivity,Hypertension,0.0
3783,Aniridia,Anxiety_disorder,0.0
3790,Prostate_Cancer,Anxiety_disorder,0.0
3868,Aniridia,Obesity,0.0
